Codice AIC;Sost.isce;Sost.ito;Descrizione prodotto;Ditta produttrice;Forma farmaceutica;Principio Attivo;A.T.C. Descrizione;Cod. gruppo;Descrizione gruppo;Tipo prodotto;Doping;Glutine;Stupefacente;Temperatura;Mesi di validita';Validita' dopo apertura;Iva;Prz. Att.;Imp.Assist;PrzRimE.;Obbligatorieta';Particolarita';Cl;Prescrivibilita';Tipo ricetta;Regime SSN;Note prescrizione
041889155;;;EQUASYM*30CPS 30MG RM;TAKEDA ITALIA SpA;CAPSULE RIGIDE RM;METILFENIDATO CLORIDRATO;METILFENIDATO;;;FARMACO ETICO;S;;TAB.A MEDICINALI L. 79/2014;INFERIORE A +25 GRADI;36 MESI;;ALIQUOTA 10%;52.92;0.0;0.0;NON OBBLIGATORIA;CONTINUITA'TERAPEUTICA H-T PT;A;SU PT DI NEUROPS.INF, PED, MMG;MMR - MOD.MINISTER.A RICALCO;CONCEDIB.ESENTE;DISTR.STRUT.PUBBL.E PIANO TER.
037897016;;;EQUIMET*SPRAY NAS FL 15ML0,05%;TECNIGEN Srl;SPRAY NASALE SOLUZIONE;OXIMETAZOLINA CLORIDRATO;OXIMETAZOLINA;;;FARMACO DA BANCO;N;;;NON IN FRIGO;36 MESI;28 GIORNI;ALIQUOTA 10%;8.8;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;C;;OTC - LIBERA VENDITA;NON CONCEDIBILE;
026064016;;;EQUITON*COLL 5ML 5MG+10MG/ML;BRUSCHETTINI Srl;COLLIRIO SOLUZIONE;TIMOLOLO MALEATO/PILOCARPINA CLORIDRATO;TIMOLOLO, ASSOCIAZIONI;;;FARMACO ETICO;S;;;NON SUP.A +25 E RIPARO LUCE;18 MESI;30 GIORNI;ALIQUOTA 10%;12;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;C;;RR - RIPETIBILE 10V IN 6MESI;NON CONCEDIBILE;
035801036;;;ERAXITRON*IM 1F 1G+1F 3,5ML;I.B.N. SAVIO Srl;SOLUZIONE INIETT POLV SOLV;CEFTRIAXONE DISODICO;CEFTRIAXONE;C0C;CEFTRIAXONE 1.000MG 1 UNITA' USO PARENTERALE;FARMACO ETICO;N;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;USARE IMMEDIATAMENTE;ALIQUOTA 10%;4.96;0.0;4.96;OBBL.1GR.CEFALOSPORINA P.I.;QUOTE DL 39/09 e DL 78/10;A;MULTIPLO;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;
026283111;;;ERDOTIN*20CPR DISP 300MG;VIATRIS ITALIA Srl;COMPRESSE DISPERSIBILI;ERDOSTEINA;ERDOSTEINA;;;FARMACO ETICO;N;N;;NON SUP. A +25 GRADI;36 MESI;;ALIQUOTA 10%;14.8;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;C;;RR - RIPETIBILE 10V IN 6MESI;NON CONCEDIBILE;
026283061;026283022;;ERDOTIN*20CPS 300MG;VIATRIS ITALIA Srl;CAPSULE RIGIDE;ERDOSTEINA;ERDOSTEINA;;;FARMACO ETICO;N;N;;NON SUP. A +30 GRADI;36 MESI;;ALIQUOTA 10%;13.2;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;C;;RR - RIPETIBILE 10V IN 6MESI;NON CONCEDIBILE;
026283073;026283034;;ERDOTIN*GRAT 20BUST 225MG;VIATRIS ITALIA Srl;GRANULATO PER SOSPENS ORALE;ERDOSTEINA;ERDOSTEINA;;;FARMACO ETICO;N;N;;INFERIORE A +25 GRADI;36 MESI;;ALIQUOTA 10%;14.5;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;C;;RR - RIPETIBILE 10V IN 6MESI;NON CONCEDIBILE;
045451111;;;ERELZI*4PEN SC 50MG 1ML;SANDOZ SpA;SOLUZIONE INIETTABILE;ETANERCEPT;ETANERCEPT;;;FARMACO OSPED. ESITABILE;N;;;DA 2 A 8 GRADI,NO LUCE,NO CONG;36 MESI;;ALIQUOTA 10%;988.03;0.0;0.0;NON OBBLIGATORIA;FARMACO BIOSIMILARE;H;OSPED/SPEC: REUM DERM INTERN;RRL - LIMITATIVA RIPETIBILE;DISP.IN F.CIA A CARICO CITTAD.;
045451073;;;ERELZI*4SIR SC 50MG 1ML;SANDOZ SpA;SOLUZIONE INIETTABILE;ETANERCEPT;ETANERCEPT;;;FARMACO OSPED. ESITABILE;N;;;DA 2 A 8 GRADI,NO LUCE,NO CONG;36 MESI;;ALIQUOTA 10%;988.03;0.0;0.0;NON OBBLIGATORIA;SCHEDA DI PRESCRIZIONE;H;OSPED/SPEC: REUM DERM INTERN;RRL - LIMITATIVA RIPETIBILE;DISP.IN F.CIA A CARICO CITTAD.;
039547017;;;ERISTROL*28CPR RIV 1MG;JUST PHARMA Srl;COMPRESSE RIVESTITE;ANASTROZOLO;ANASTROZOLO;F7A;ANASTROZOLO 1MG 28 UNITA' USO ORALE;FARMACO ETICO;S;;;CONSERV.IN CONFEZ.ORIGINALE;41 MESI;;ALIQUOTA 10%;35.8;0.0;35.8;NON OBBLIGATORIA;QUOTE DL 39/09 e DL 78/10;A;;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;
029171055;034746026;;ERITROMICINA IDI*CREMA 30G;IDI FARMACEUTICI Srl;CREMA DERMATOLOGICA;ERITROMICINA;ERITROMICINA;;;FARMACO GENERICO;N;;;A TEMPERATURA AMBIENTE;36 MESI;;ALIQUOTA 10%;17.8;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;C;;RR - RIPETIBILE 10V IN 6MESI;NON CONCEDIBILE;
029171016;;;ERITROMICINA IDI*GEL30G 30MG/G;IDI FARMACEUTICI Srl;GEL;ERITROMICINA;ERITROMICINA;;;FARMACO ETICO;N;N;;NON SUP. A +25 GRADI;24 MESI;;ALIQUOTA 10%;17.8;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;C;;RR - RIPETIBILE 10V IN 6MESI;NON CONCEDIBILE;
029171042;034746014;;ERITROMICINA IDI*SOL CUT40ML3%;IDI FARMACEUTICI Srl;SOLUZIONE CUTANEA;ERITROMICINA;ERITROMICINA;;;FARMACO GENERICO;N;;;LONTANO DA FONTI DI CALORE;36 MESI;;ALIQUOTA 10%;17.8;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;C;;RR - RIPETIBILE 10V IN 6MESI;NON CONCEDIBILE;
031421023;;;ERITROMICINA LATTOBION*1000MG;FISIOPHARMA Srl;SOLUZIONE INIETT POLV SOLV;ERITROMICINA LATTOBIONATO;ERITROMICINA;;;FARMACO GENERICO;N;;;NON SUP. A +30 GRADI;36 MESI;USARE IMMEDIATAMENTE;ALIQUOTA 10%;25;0.0;0.0;OBBL.1GR.MACROLIDI;EX GALENICO OFFICINALE;C;;RR - RIPETIBILE 10V IN 6MESI;NON CONCEDIBILE;
031421011;;;ERITROMICINA LATTOBION*500MG;FISIOPHARMA Srl;SOLUZIONE INIETT POLV SOLV;ERITROMICINA LATTOBIONATO;ERITROMICINA;80A;ERITROMICINA 500MG 1 UNITA' USO PARENTERALE;FARMACO GENERICO;N;;;NON SUP. A +30 GRADI;36 MESI;USARE IMMEDIATAMENTE;ALIQUOTA 10%;7.25;0.0;0.0;OBBL.1GR.MACROLIDI;QUOTE DL 39/09 e DL 78/10;A;MULTIPLO;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;
037264013;;;ERMES*14CPS 15MG;LANOVA FARMACEUTICI Srl;CAPSULE RIGIDE GASTRORES;LANSOPRAZOLO;LANSOPRAZOLO;CDA;LANSOPRAZOLO 15MG 14 UNITA' USO ORALE;FARMACO GENERICO;N;;;NON SUP. A +30 GRADI;24 MESI;;ALIQUOTA 10%;3.86;0.0;3.86;OBBL.1GR.ANTIULC.INIB.POMPA AC;QUOTE DL 39/09 e DL 78/10;A;;RR - RIPETIBILE 10V IN 6MESI;ESENTE PER PATOLOGIA;NOTA 1 / NOTA 48
037264025;;;ERMES*14CPS 30MG;LANOVA FARMACEUTICI Srl;CAPSULE RIGIDE GASTRORES;LANSOPRAZOLO;LANSOPRAZOLO;CDB;LANSOPRAZOLO 30MG 14 UNITA' USO ORALE;FARMACO GENERICO;N;;;NON SUP. A +30 GRADI;24 MESI;;ALIQUOTA 10%;6.18;0.0;6.18;OBBL.1GR.ANTIULC.INIB.POMPA AC;QUOTE DL 39/09 e DL 78/10;A;;RR - RIPETIBILE 10V IN 6MESI;ESENTE PER PATOLOGIA;NOTA 1 / NOTA 48
037264037;;;ERMES*28CPS 15MG;LANOVA FARMACEUTICI Srl;CAPSULE RIGIDE GASTRORES;LANSOPRAZOLO;LANSOPRAZOLO;KBT;LANSOPRAZOLO 15MG 28 UNITA' USO ORALE;FARMACO GENERICO;N;;;NON SUP. A +30 GRADI;24 MESI;;ALIQUOTA 10%;6.72;0.0;6.72;OBBL.1GR.ANTIULC.INIB.POMPA AC;QUOTE DL 39/09 e DL 78/10;A;;RR - RIPETIBILE 10V IN 6MESI;ESENTE PER PATOLOGIA;NOTA 1 / NOTA 48
037264049;;;ERMES*28CPS 30MG;LANOVA FARMACEUTICI Srl;CAPSULE RIGIDE GASTRORES;LANSOPRAZOLO;LANSOPRAZOLO;KBU;LANSOPRAZOLO 30MG 28 UNITA' USO ORALE;FARMACO GENERICO;N;;;NON SUP. A +30 GRADI;24 MESI;;ALIQUOTA 10%;10.75;0.0;10.75;OBBL.1GR.ANTIULC.INIB.POMPA AC;QUOTE DL 39/09 e DL 78/10;A;;RR - RIPETIBILE 10V IN 6MESI;ESENTE PER PATOLOGIA;NOTA 1 / NOTA 48
035364013;;;ERREFLOG*COLLUT 200ML 1MG/ML;ERREKAPPA EUROTERAPICI SpA;COLLUTORIO;NIMESULIDE;VARI;;;FARMACO ETICO;N;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;3 MESI;ALIQUOTA 10%;14.5;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;C;;RR - RIPETIBILE 10V IN 6MESI;NON CONCEDIBILE;
039873029;;;ERREMAN*28CPR 20MG;PHARMACARE Srl;COMPRESSE;MANIDIPINA CLORIDRATO;MANIDIPINA;F9A;MANIDIPINA 20MG 28 UNITA' USO ORALE;FARMACO ETICO;N;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 10%;11.33;0.0;11.33;OBBL.1GR.CALCIO ANT.DIIDROPIRI;QUOTE DL 39/09 e DL 78/10;A;;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;
008783110;;;ESAFOSFINA*EV 1FL 5G+1FL 50ML;BIOMEDICA FOSCAMA IND.CH.F.SpA;SOLUZIONE PER INFUS POLV SOLV;FRUTTOSIO DIFOSFATO SODICO;FRUTTOSIO 1,6-DIFOSFATO;;;FARMACO ETICO;N;N;;NON SUP. A +30 GRADI;60 MESI;24 ORE DOPO RICOSTITUZIONE;ALIQUOTA 10%;21.84;0.0;0.0;NON OBBLIGATORIA;NON OBBLIGATORIA;C;;RR - RIPETIBILE 10V IN 6MESI;NON CONCEDIBILE;
027617024;;;ESAPENT*20CPS MOLLI 1000MG;PFIZER ITALIA Srl;CAPSULE MOLLI;OMEGA POLIENOICI (ESTERI ETILICI DI ACIDI GRASSI POLINSATURI);OMEGA-3-TRIGLICERIDI INCLUSI ALTRI ESTERI E ACIDI;POC;OMEGA POLIENOICI 1.000MG 20 UNITA' USO ORALE;FARMACO ETICO;N;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;;ALIQUOTA 10%;14.17;4;10.17;NON OBBLIGATORIA;UNA O PIU' INDIC.TER. NON RIMB;A;;RR - RIPETIBILE 10V IN 6MESI;ESENTE PER PATOLOGIA;NOTA 13: CLASSE A PER PATOL.
038802017;;;ESCAPELLE*1CPR 1500MCG;GEDEON RICHTER ITALIA Srl;COMPRESSE;LEVONORGESTREL;LEVONORGESTREL;;;FARMACO ETICO;N;N;TAB.5 F.U. XII;AL RIPARO DALLA LUCE;60 MESI;;ALIQUOTA 10%;13.8;0.0;0.0;NON OBBLIGATORIA;SOP: DOCUMENTO DI IDENTITA';C;;RNR<18 ANNI / SOP>= 18 ANNI;NON CONCEDIBILE;
042256053;;;ESCERTAL*28CPR ORODISP 10MG;ZENTIVA ITALIA Srl;COMPRESSE ORODISPERSIBILI;ESCITALOPRAM OSSALATO;ESCITALOPRAM;L2C;ESCITALOPRAM 10MG 28 UNITA' USO ORALE;FARMACO GENERICO;N;;;AL RIPARO DA LUCE E UMIDITA';30 MESI;;ALIQUOTA 10%;7.8;0.0;7.8;NON OBBLIGATORIA;QUOTE DL 39/09 e DL 78/10;A;;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;
042256154;;;ESCERTAL*28CPR ORODISP 20MG;ZENTIVA ITALIA Srl;COMPRESSE ORODISPERSIBILI;ESCITALOPRAM OSSALATO;ESCITALOPRAM;L2A;ESCITALOPRAM 20MG 28 UNITA' USO ORALE;FARMACO GENERICO;N;;;AL RIPARO DA LUCE E UMIDITA';30 MESI;;ALIQUOTA 10%;16.38;0.0;16.38;NON OBBLIGATORIA;QUOTE DL 39/09 e DL 78/10;A;;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;
043592029;;;ESCITALOPRAM ACC*28CPR RIV10MG;ACCORD HEALTHCARE ITALIA Srl;COMPRESSE RIVESTITE DIVISIBILI;ESCITALOPRAM OSSALATO;ESCITALOPRAM;L2C;ESCITALOPRAM 10MG 28 UNITA' USO ORALE;FARMACO GENERICO;N;;;NON SUP. A +30 GRADI;36 MESI;;ALIQUOTA 10%;7.8;0.0;7.8;NON OBBLIGATORIA;QUOTE DL 39/09 e DL 78/10;A;;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;
043592120;;;ESCITALOPRAM ACC*28CPR RIV20MG;ACCORD HEALTHCARE ITALIA Srl;COMPRESSE RIVESTITE DIVISIBILI;ESCITALOPRAM OSSALATO;ESCITALOPRAM;L2A;ESCITALOPRAM 20MG 28 UNITA' USO ORALE;FARMACO GENERICO;N;;;NON SUP. A +30 GRADI;36 MESI;;ALIQUOTA 10%;16.38;0.0;16.38;NON OBBLIGATORIA;QUOTE DL 39/09 e DL 78/10;A;;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;
042182030;;;ESCITALOPRAM ALT*28CPR RIV10MG;LABORATORI ALTER Srl;COMPRESSE RIVESTITE DIVISIBILI;ESCITALOPRAM OSSALATO;ESCITALOPRAM;L2C;ESCITALOPRAM 10MG 28 UNITA' USO ORALE;FARMACO GENERICO;N;;;INFERIORE A +30 GRADI;36 MESI;;ALIQUOTA 10%;7.8;0.0;7.8;NON OBBLIGATORIA;QUOTE DL 39/09 e DL 78/10;A;;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;
042182067;;;ESCITALOPRAM ALT*28CPR RIV20MG;LABORATORI ALTER Srl;COMPRESSE RIVESTITE DIVISIBILI;ESCITALOPRAM OSSALATO;ESCITALOPRAM;L2A;ESCITALOPRAM 20MG 28 UNITA' USO ORALE;FARMACO GENERICO;N;;;INFERIORE A +30 GRADI;36 MESI;;ALIQUOTA 10%;16.38;0.0;16.38;NON OBBLIGATORIA;QUOTE DL 39/09 e DL 78/10;A;;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;
042042010;;;ESCITALOPRAM ALTER*GTT OS 15ML;PHARMACARE Srl;GOCCE ORALI SOLUZIONE;ESCITALOPRAM OSSALATO;ESCITALOPRAM;L2B;ESCITALOPRAM 15ML 20MG/ML USO ORALE;FARMACO GENERICO;N;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;8 SETTIMANE NON SUP.A+25 GRADI;ALIQUOTA 10%;7.89;0.0;7.89;NON OBBLIGATORIA;QUOTE DL 39/09 e DL 78/10;A;;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;
041976034;;;ESCITALOPRAM AU*28CPR RIV 10MG;AUROBINDO PHARMA ITALIA Srl;COMPRESSE RIVESTITE DIVISIBILI;ESCITALOPRAM OSSALATO;ESCITALOPRAM;L2C;ESCITALOPRAM 10MG 28 UNITA' USO ORALE;FARMACO GENERICO;N;;;NESSUNA PARTIC.CONDIZ.DI CONS.;48 MESI;;ALIQUOTA 10%;7.8;0.0;7.8;NON OBBLIGATORIA;QUOTE DL 39/09 e DL 78/10;A;;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;
041976123;;;ESCITALOPRAM AU*28CPR RIV 20MG;AUROBINDO PHARMA ITALIA Srl;COMPRESSE RIVESTITE DIVISIBILI;ESCITALOPRAM OSSALATO;ESCITALOPRAM;L2A;ESCITALOPRAM 20MG 28 UNITA' USO ORALE;FARMACO GENERICO;N;;;NESSUNA PARTIC.CONDIZ.DI CONS.;48 MESI;;ALIQUOTA 10%;16.38;0.0;16.38;NON OBBLIGATORIA;QUOTE DL 39/09 e DL 78/10;A;;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;
041975020;;;ESCITALOPRAM DOC*28CPR ORO10MG;DOC GENERICI Srl;COMPRESSE ORODISPERS./SUBLING.;ESCITALOPRAM OSSALATO;ESCITALOPRAM;L2C;ESCITALOPRAM 10MG 28 UNITA' USO ORALE;FARMACO GENERICO;N;;;AL RIPARO DA LUCE E UMIDITA';36 MESI;;ALIQUOTA 10%;7.8;0.0;7.8;NON OBBLIGATORIA;QUOTE DL 39/09 e DL 78/10;A;;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;
041975044;;;ESCITALOPRAM DOC*28CPR ORO20MG;DOC GENERICI Srl;COMPRESSE ORODISPERS./SUBLING.;ESCITALOPRAM OSSALATO;ESCITALOPRAM;L2A;ESCITALOPRAM 20MG 28 UNITA' USO ORALE;FARMACO GENERICO;N;;;AL RIPARO DA LUCE E UMIDITA';36 MESI;;ALIQUOTA 10%;16.38;0.0;16.38;NON OBBLIGATORIA;QUOTE DL 39/09 e DL 78/10;A;;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;
042563066;;;ESCITALOPRAM DOC*28CPR RIV10MG;DOC GENERICI Srl;COMPRESSE RIVESTITE DIVISIBILI;ESCITALOPRAM OSSALATO;ESCITALOPRAM;L2C;ESCITALOPRAM 10MG 28 UNITA' USO ORALE;FARMACO GENERICO;N;;;NESSUNA PARTIC.CONDIZ.DI CONS.;48 MESI;;ALIQUOTA 10%;7.8;0.0;7.8;NON OBBLIGATORIA;QUOTE DL 39/09 e DL 78/10;A;;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;
042563268;;;ESCITALOPRAM DOC*28CPR RIV20MG;DOC GENERICI Srl;COMPRESSE RIVESTITE DIVISIBILI;ESCITALOPRAM OSSALATO;ESCITALOPRAM;L2A;ESCITALOPRAM 20MG 28 UNITA' USO ORALE;FARMACO GENERICO;N;;;NESSUNA PARTIC.CONDIZ.DI CONS.;48 MESI;;ALIQUOTA 10%;16.38;0.0;16.38;NON OBBLIGATORIA;QUOTE DL 39/09 e DL 78/10;A;;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;
041838018;;;ESCITALOPRAM DOC*GTT OS 15ML;DOC GENERICI Srl;GOCCE ORALI SOLUZIONE;ESCITALOPRAM OSSALATO;ESCITALOPRAM;L2B;ESCITALOPRAM 15ML 20MG/ML USO ORALE;FARMACO GENERICO;N;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;8 SETTIMANE NON SUP.A+25 GRADI;ALIQUOTA 10%;7.89;0.0;7.89;NON OBBLIGATORIA;QUOTE DL 39/09 e DL 78/10;A;;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;
042762031;;;ESCITALOPRAM EG*28CPR ORO 10MG;EG SpA;COMPRESSE ORODISPERS./SUBLING.;ESCITALOPRAM OSSALATO;ESCITALOPRAM;L2C;ESCITALOPRAM 10MG 28 UNITA' USO ORALE;FARMACO GENERICO;N;;;AL RIPARO DA LUCE E UMIDITA';36 MESI;;ALIQUOTA 10%;7.8;0.0;7.8;NON OBBLIGATORIA;QUOTE DL 39/09 e DL 78/10;A;;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;
042762157;;;ESCITALOPRAM EG*28CPR ORO 20MG;EG SpA;COMPRESSE ORODISPERS./SUBLING.;ESCITALOPRAM OSSALATO;ESCITALOPRAM;L2A;ESCITALOPRAM 20MG 28 UNITA' USO ORALE;FARMACO GENERICO;N;;;AL RIPARO DA LUCE E UMIDITA';36 MESI;;ALIQUOTA 10%;16.38;0.0;16.38;NON OBBLIGATORIA;QUOTE DL 39/09 e DL 78/10;A;;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;
042578068;;;ESCITALOPRAM EG*28CPR RIV 10MG;EG SpA;COMPRESSE RIVESTITE DIVISIBILI;ESCITALOPRAM OSSALATO;ESCITALOPRAM;L2C;ESCITALOPRAM 10MG 28 UNITA' USO ORALE;FARMACO GENERICO;N;;;NESSUNA PARTIC.CONDIZ.DI CONS.;48 MESI;;ALIQUOTA 10%;7.8;0.0;7.8;NON OBBLIGATORIA;QUOTE DL 39/09 e DL 78/10;A;;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;
042578260;;;ESCITALOPRAM EG*28CPR RIV 20MG;EG SpA;COMPRESSE RIVESTITE DIVISIBILI;ESCITALOPRAM OSSALATO;ESCITALOPRAM;L2A;ESCITALOPRAM 20MG 28 UNITA' USO ORALE;FARMACO GENERICO;N;;;NESSUNA PARTIC.CONDIZ.DI CONS.;48 MESI;;ALIQUOTA 10%;16.38;0.0;16.38;NON OBBLIGATORIA;QUOTE DL 39/09 e DL 78/10;A;;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;
041646011;;;ESCITALOPRAM EG*GTT OS FL 15ML;EG SpA;GOCCE ORALI SOLUZIONE;ESCITALOPRAM OSSALATO;ESCITALOPRAM;L2B;ESCITALOPRAM 15ML 20MG/ML USO ORALE;FARMACO GENERICO;N;;;INF.A +25, IN CONF.ORIGIN.;24 MESI;8 SETTIMANE NON SUP.A+25 GRADI;ALIQUOTA 10%;7.89;0.0;7.89;NON OBBLIGATORIA;QUOTE DL 39/09 e DL 78/10;A;;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;
043190127;;;ESCITALOPRAM KR*28CPR RIV 10MG;KRKA FARMACEUTICI MILANO Srl;COMPRESSE RIVESTITE DIVISIBILI;ESCITALOPRAM OSSALATO;ESCITALOPRAM;L2C;ESCITALOPRAM 10MG 28 UNITA' USO ORALE;FARMACO GENERICO;N;;;CONSERV.IN CONFEZ.ORIGINALE;36 MESI;;ALIQUOTA 10%;7.8;0.0;7.8;NON OBBLIGATORIA;QUOTE DL 39/09 e DL 78/10;A;;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;
043190305;;;ESCITALOPRAM KR*28CPR RIV 20MG;KRKA FARMACEUTICI MILANO Srl;COMPRESSE RIVESTITE DIVISIBILI;ESCITALOPRAM OSSALATO;ESCITALOPRAM;L2A;ESCITALOPRAM 20MG 28 UNITA' USO ORALE;FARMACO GENERICO;N;;;CONSERV.IN CONFEZ.ORIGINALE;36 MESI;;ALIQUOTA 10%;16.38;0.0;16.38;NON OBBLIGATORIA;QUOTE DL 39/09 e DL 78/10;A;;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;
044258046;042779090;;ESCITALOPRAM MY*28CPR RIV 10MG;MYLAN SpA;COMPRESSE RIVESTITE DIVISIBILI;ESCITALOPRAM OSSALATO;ESCITALOPRAM;L2C;ESCITALOPRAM 10MG 28 UNITA' USO ORALE;FARMACO GENERICO;N;;;INF.A +25, IN CONF.ORIGIN.;36 MESI;;ALIQUOTA 10%;7.8;0.0;7.8;NON OBBLIGATORIA;QUOTE DL 39/09 e DL 78/10;A;;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;
044258236;042779239;;ESCITALOPRAM MY*28CPR RIV 20MG;MYLAN SpA;COMPRESSE RIVESTITE DIVISIBILI;ESCITALOPRAM OSSALATO;ESCITALOPRAM;L2A;ESCITALOPRAM 20MG 28 UNITA' USO ORALE;FARMACO GENERICO;N;;;INF.A +25, IN CONF.ORIGIN.;36 MESI;;ALIQUOTA 10%;16.38;0.0;16.38;NON OBBLIGATORIA;QUOTE DL 39/09 e DL 78/10;A;;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;
042038012;;;ESCITALOPRAM MY*GTT OS15ML20MG;MYLAN SpA;GOCCE ORALI SOLUZIONE;ESCITALOPRAM OSSALATO;ESCITALOPRAM;L2B;ESCITALOPRAM 15ML 20MG/ML USO ORALE;FARMACO GENERICO;N;;;NESSUNA PARTIC.CONDIZ.DI CONS.;36 MESI;8 SETTIMANE NON SUP.A+25 GRADI;ALIQUOTA 10%;7.89;0.0;7.89;NON OBBLIGATORIA;QUOTE DL 39/09 e DL 78/10;A;;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;
042975021;;;ESCITALOPRAM PE*28CPR RIV 10MG;TOWA PHARMACEUTICAL SpA;COMPRESSE RIVESTITE DIVISIBILI;ESCITALOPRAM OSSALATO;ESCITALOPRAM;L2C;ESCITALOPRAM 10MG 28 UNITA' USO ORALE;FARMACO GENERICO;N;;;INFERIORE A +30 GRADI;36 MESI;;ALIQUOTA 10%;7.8;0.0;7.8;NON OBBLIGATORIA;QUOTE DL 39/09 e DL 78/10;A;;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;
042975072;;;ESCITALOPRAM PE*28CPR RIV 20MG;TOWA PHARMACEUTICAL SpA;COMPRESSE RIVESTITE DIVISIBILI;ESCITALOPRAM OSSALATO;ESCITALOPRAM;L2A;ESCITALOPRAM 20MG 28 UNITA' USO ORALE;FARMACO GENERICO;N;;;INFERIORE A +30 GRADI;36 MESI;;ALIQUOTA 10%;16.38;0.0;16.38;NON OBBLIGATORIA;QUOTE DL 39/09 e DL 78/10;A;;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;
041644016;;;ESCITALOPRAM PE*OS 15ML20MG/ML;TOWA PHARMACEUTICAL SpA;GOCCE ORALI SOLUZIONE;ESCITALOPRAM OSSALATO;ESCITALOPRAM;L2B;ESCITALOPRAM 15ML 20MG/ML USO ORALE;FARMACO GENERICO;N;;;INFERIORE A +25 GRADI;24 MESI;8 SETTIMANE;ALIQUOTA 10%;7.89;0.0;7.89;NON OBBLIGATORIA;QUOTE DL 39/09 e DL 78/10;A;;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;
042022234;;;ESCITALOPRAM SA*28CPR RIV 10MG;SANDOZ SpA;COMPRESSE RIVESTITE DIVISIBILI;ESCITALOPRAM OSSALATO;ESCITALOPRAM;L2C;ESCITALOPRAM 10MG 28 UNITA' USO ORALE;FARMACO GENERICO;N;;;NESSUNA PARTIC.CONDIZ.DI CONS.;24 MESI;;ALIQUOTA 10%;7.8;0.0;7.8;NON OBBLIGATORIA;QUOTE DL 39/09 e DL 78/10;A;;RR - RIPETIBILE 10V IN 6MESI;CONCEDIB.ESENTE;
